,Rk,G,HomeAway,Opp,WinLoss,TmScore,OppScore,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,Empty,O_eFG%,O_TOV%,O_ORB%,O_FTFTA,Empty,D_eFG%,D_TOV%,D_ORB%,D_FTFTA,Team
2015-11-02,4,4,,MEM,W,119,69,117.6,68.2,101.2,0.357,0.298,0.612,59.6,74.4,7.9,17.8,,0.577,12.6,23.3,0.262,,0.286,9.5,83.3,0.146,GSW
2015-11-04,5,5,,LAC,W,112,108,114.9,110.8,97.5,0.365,0.306,0.568,50.6,71.8,6.2,7.6,,0.518,10.8,22.5,0.282,,0.534,10.1,76.7,0.159,GSW
2015-11-06,6,6,,DEN,W,119,104,110.2,96.3,108.0,0.194,0.398,0.59,54.6,87.0,9.3,8.8,,0.586,16.5,27.1,0.108,,0.467,15.7,81.6,0.196,GSW
2015-11-07,7,7,@,SAC,W,103,94,103.4,94.3,99.6,0.239,0.424,0.506,50.5,71.1,13.0,2.9,,0.457,15.0,31.9,0.207,,0.471,18.3,70.5,0.138,GSW
2015-11-09,8,8,,DET,W,109,95,113.0,98.5,96.4,0.143,0.231,0.563,50.0,67.4,13.5,6.1,,0.538,14.2,31.0,0.121,,0.506,17.9,70.0,0.106,GSW
2015-11-11,9,9,@,MEM,W,100,84,104.0,87.4,96.1,0.307,0.36,0.587,46.8,61.1,12.5,14.5,,0.553,21.3,18.4,0.227,,0.364,19.7,74.4,0.471,GSW
2015-11-12,10,10,@,MIN,W,129,116,130.9,117.7,98.5,0.18,0.427,0.672,41.3,70.8,8.1,9.0,,0.64,10.3,15.8,0.169,,0.511,11.2,64.3,0.31,GSW
2015-11-14,11,11,,BRK,W (1 OT),107,99,104.3,96.5,93.0,0.103,0.351,0.528,50.0,72.1,8.8,12.5,,0.505,12.1,22.0,0.093,,0.429,10.3,78.0,0.153,GSW
2015-11-17,12,12,,TOR,W,115,110,115.5,110.4,99.6,0.338,0.363,0.626,45.9,72.1,10.0,9.8,,0.606,17.9,24.3,0.225,,0.506,15.8,67.6,0.38,GSW
2015-11-19,13,13,@,LAC,W,124,117,126.7,119.5,97.9,0.493,0.411,0.698,55.7,81.6,4.1,6.8,,0.637,17.6,23.5,0.425,,0.574,9.2,80.0,0.182,GSW
2015-11-20,14,14,,CHI,W,106,94,114.8,101.8,92.3,0.304,0.367,0.592,53.3,51.3,7.6,9.1,,0.557,14.3,28.2,0.228,,0.438,10.9,71.7,0.193,GSW
2015-11-22,15,15,@,DEN,W,118,105,113.8,101.3,103.7,0.146,0.326,0.623,52.9,74.5,14.5,11.3,,0.612,18.1,28.2,0.101,,0.453,15.8,72.9,0.314,GSW
2015-11-24,16,16,,LAL,W,111,77,118.7,82.4,93.5,0.163,0.38,0.563,51.6,71.1,9.6,9.7,,0.554,7.5,24.5,0.098,,0.392,13.5,81.8,0.145,GSW
2015-11-27,17,17,@,PHO,W,135,116,127.2,109.3,106.1,0.383,0.469,0.713,63.9,69.6,6.6,13.6,,0.704,19.6,32.4,0.259,,0.543,12.1,85.7,0.174,GSW
2015-11-28,18,18,,SAC,W,120,101,126.4,106.4,94.9,0.388,0.375,0.641,50.0,82.1,8.4,9.3,,0.588,13.0,31.0,0.325,,0.44,11.6,64.8,0.13,GSW
2015-11-30,19,19,@,UTA,W,106,103,117.9,114.5,89.9,0.183,0.354,0.598,56.3,52.5,2.2,7.1,,0.573,14.5,35.9,0.146,,0.483,7.5,75.6,0.191,GSW
2015-12-02,20,20,@,CHO,W,116,99,117.9,100.6,98.4,0.125,0.386,0.625,56.4,67.4,2.0,14.3,,0.614,16.2,28.2,0.091,,0.42,6.9,76.4,0.213,GSW
2015-12-05,21,21,@,TOR,W,112,109,121.4,118.2,92.2,0.493,0.411,0.63,53.1,62.9,2.2,7.0,,0.589,11.9,22.9,0.356,,0.484,5.5,76.1,0.231,GSW
2015-12-06,22,22,@,BRK,W,114,98,116.4,100.1,97.9,0.267,0.384,0.593,50.0,56.8,9.2,12.5,,0.593,11.1,22.2,0.14,,0.466,11.6,76.6,0.169,GSW
2015-12-08,23,23,@,IND,W,131,123,123.7,116.1,105.9,0.158,0.368,0.645,51.1,55.8,9.4,9.0,,0.632,12.9,26.3,0.116,,0.51,12.6,69.2,0.21,GSW
2015-12-11,24,24,@,BOS,W (2 OT),124,119,102.2,98.1,100.4,0.364,0.29,0.499,56.8,66.7,8.2,13.6,,0.435,12.7,29.8,0.29,,0.482,11.0,82.0,0.079,GSW
2015-12-12,25,25,@,MIL,L,95,108,94.0,106.9,101.1,0.281,0.303,0.475,52.7,63.9,8.9,10.5,,0.438,13.8,29.4,0.191,,0.522,14.0,81.0,0.156,GSW
2015-12-16,26,26,,PHO,W,128,103,118.2,95.1,108.3,0.307,0.364,0.641,54.4,69.6,11.1,5.8,,0.608,14.5,20.9,0.239,,0.478,16.8,85.1,0.176,GSW
2015-12-18,27,27,,MIL,W,121,112,120.1,111.2,100.7,0.425,0.299,0.586,52.9,73.8,6.9,5.5,,0.534,12.7,35.7,0.322,,0.484,13.4,68.9,0.264,GSW
2015-12-23,28,28,,UTA,W,103,85,112.3,92.6,91.8,0.193,0.277,0.572,50.0,66.7,10.9,15.0,,0.524,14.3,24.3,0.193,,0.456,18.1,72.1,0.15,GSW
2015-12-25,29,29,,CLE,W,89,83,92.8,86.5,95.9,0.346,0.231,0.495,47.1,65.6,7.3,15.4,,0.442,15.1,17.4,0.256,,0.342,9.4,70.7,0.189,GSW
2015-12-28,30,30,,SAC,W,122,103,116.3,98.2,104.9,0.27,0.472,0.613,55.1,76.7,11.4,12.5,,0.596,15.3,27.1,0.18,,0.458,11.5,78.0,0.168,GSW
2015-12-30,31,31,@,DAL,L,91,114,97.6,122.2,93.3,0.296,0.235,0.497,41.6,60.6,9.7,0.0,,0.451,11.6,16.7,0.222,,0.598,14.2,70.7,0.195,GSW
2015-12-31,32,32,@,HOU,W,114,110,114.3,110.3,99.7,0.321,0.274,0.594,56.6,81.4,8.0,10.4,,0.577,15.8,29.3,0.202,,0.538,14.2,88.6,0.333,GSW
2016-01-02,33,33,,DEN,W (1 OT),111,108,111.6,108.6,90.1,0.267,0.326,0.577,47.5,79.1,9.0,6.7,,0.558,11.9,24.3,0.174,,0.443,10.1,61.3,0.143,GSW
2016-01-04,34,34,,CHO,W,111,101,115.9,105.5,95.7,0.069,0.391,0.619,47.4,71.1,4.2,13.8,,0.603,10.9,8.3,0.069,,0.483,10.4,81.0,0.209,GSW
2016-01-05,35,35,@,LAL,W,109,88,113.5,91.6,96.0,0.244,0.36,0.572,50.9,65.0,9.4,12.9,,0.541,9.5,21.3,0.186,,0.346,10.3,74.6,0.275,GSW
2016-01-08,36,36,@,POR,W,128,108,123.5,104.2,103.6,0.241,0.368,0.665,51.6,78.3,5.8,7.9,,0.632,13.5,13.2,0.207,,0.458,7.7,78.2,0.208,GSW
2016-01-09,37,37,@,SAC,W,128,116,124.0,112.4,103.2,0.172,0.425,0.684,58.5,71.4,4.8,11.6,,0.672,16.1,25.0,0.126,,0.511,8.7,84.8,0.239,GSW
2016-01-11,38,38,,MIA,W,111,103,113.6,105.4,97.7,0.349,0.267,0.559,51.0,61.0,5.1,1.4,,0.517,8.3,19.1,0.256,,0.489,9.3,81.6,0.154,GSW
2016-01-13,39,39,@,DEN,L,110,112,109.8,111.8,100.2,0.227,0.295,0.568,44.3,59.5,9.0,16.9,,0.534,11.8,16.3,0.182,,0.454,11.2,71.1,0.379,GSW
2016-01-14,40,40,,LAL,W,116,98,113.7,96.1,102.0,0.233,0.384,0.612,50.0,60.5,11.8,6.0,,0.576,16.7,27.9,0.198,,0.467,17.3,68.6,0.156,GSW
2016-01-16,41,41,@,DET,L,95,113,96.5,114.8,98.5,0.245,0.266,0.456,45.2,52.9,6.1,11.5,,0.415,10.3,25.9,0.181,,0.505,7.6,66.0,0.109,GSW
2016-01-18,42,42,@,CLE,W,132,98,139.2,103.3,94.8,0.318,0.471,0.681,50.7,71.7,7.4,3.4,,0.653,7.6,17.6,0.247,,0.526,14.6,79.5,0.221,GSW
2016-01-20,43,43,@,CHI,W,125,94,124.1,93.3,100.7,0.211,0.337,0.602,52.9,76.0,7.9,11.3,,0.589,8.8,26.7,0.137,,0.375,8.3,72.9,0.19,GSW
2016-01-22,44,44,,IND,W,122,110,120.0,108.2,101.7,0.278,0.367,0.604,53.2,72.1,8.9,5.1,,0.556,14.4,32.6,0.244,,0.479,10.8,70.6,0.2,GSW
2016-01-25,45,45,,SAS,W,120,90,116.1,87.1,103.4,0.294,0.306,0.625,54.2,70.5,14.5,5.0,,0.582,17.9,25.6,0.247,,0.453,22.2,79.5,0.311,GSW
2016-01-27,46,46,,DAL,W,127,107,138.4,116.6,91.8,0.259,0.358,0.704,54.1,70.2,5.4,7.1,,0.667,9.1,21.2,0.235,,0.569,9.8,80.5,0.092,GSW
2016-01-30,47,47,@,PHI,W,108,105,104.3,101.4,103.6,0.021,0.316,0.563,58.8,78.7,4.8,11.1,,0.563,19.3,27.3,0.011,,0.511,9.0,84.9,0.12,GSW
2016-01-31,48,48,@,NYK,W,116,95,119.2,97.6,97.3,0.315,0.397,0.698,51.8,73.8,8.2,6.9,,0.685,17.8,9.4,0.219,,0.4,9.8,77.4,0.256,GSW
2016-02-03,49,49,@,WAS,W,134,121,120.4,108.8,111.3,0.312,0.441,0.634,56.3,71.4,9.0,7.4,,0.634,14.5,24.4,0.172,,0.549,11.1,90.5,0.231,GSW
2016-02-06,50,50,,OKC,W,116,108,114.6,106.7,101.2,0.206,0.268,0.548,47.9,50.0,6.9,6.3,,0.531,8.6,25.5,0.134,,0.465,12.9,73.3,0.341,GSW
2016-02-09,51,51,,HOU,W,123,110,124.3,111.2,98.9,0.277,0.362,0.583,53.3,63.6,5.1,11.1,,0.532,10.2,31.8,0.245,,0.5,10.5,72.9,0.264,GSW
2016-02-10,52,52,@,PHO,W,112,104,105.0,97.5,106.7,0.326,0.449,0.55,50.0,64.9,11.2,9.6,,0.494,11.3,16.7,0.27,,0.473,14.9,80.8,0.172,GSW
2016-02-19,53,53,@,POR,L,105,137,96.6,126.0,108.7,0.304,0.37,0.503,49.5,69.4,6.4,6.0,,0.457,16.1,25.9,0.228,,0.624,10.8,80.5,0.165,GSW
2016-02-20,54,54,@,LAC,W,115,112,116.3,113.2,98.9,0.317,0.378,0.615,44.3,76.2,8.1,3.4,,0.579,13.0,15.0,0.244,,0.516,12.1,68.8,0.16,GSW
2016-02-22,55,55,@,ATL,W,102,92,102.2,92.2,99.8,0.135,0.506,0.541,47.8,76.9,14.0,15.4,,0.517,12.1,13.3,0.112,,0.477,15.4,82.2,0.116,GSW
2015-10-28,1,1,,DEN,L,85,105,87.6,108.2,97.0,0.299,0.402,0.432,47.3,56.7,13.4,15.4,,0.391,14.0,27.3,0.195,,0.589,19.5,76.3,0.152,HOU
2015-10-30,2,2,,GSW,L,92,112,93.3,113.6,98.6,0.439,0.28,0.47,51.0,63.3,3.0,13.4,,0.396,14.1,25.0,0.329,,0.511,7.1,77.1,0.183,HOU
2015-11-01,3,3,@,MIA,L,89,109,92.0,112.7,96.7,0.228,0.456,0.512,41.5,62.5,9.3,4.7,,0.468,16.4,7.5,0.19,,0.541,11.2,73.8,0.186,HOU
2015-11-02,4,4,,OKC,W,110,105,106.9,102.0,102.9,0.326,0.326,0.54,38.2,53.7,17.5,11.5,,0.511,10.5,14.6,0.213,,0.536,20.4,65.9,0.179,HOU
2015-11-04,5,5,,ORL,W (1 OT),119,114,116.0,111.1,92.9,0.386,0.386,0.578,55.8,66.7,7.8,1.4,,0.54,15.6,35.6,0.273,,0.544,12.4,78.0,0.165,HOU
2015-11-06,6,6,@,SAC,W,116,110,114.5,108.6,101.3,0.329,0.439,0.618,53.3,57.5,7.9,6.2,,0.579,18.3,32.6,0.256,,0.478,12.4,71.4,0.226,HOU
2015-11-07,7,7,@,LAC,W,109,105,111.1,107.0,98.2,0.337,0.349,0.552,53.4,42.1,7.1,4.5,,0.483,12.4,26.8,0.302,,0.5,10.8,76.6,0.193,HOU
2015-11-11,8,8,,BRK,L,98,106,104.3,112.9,93.9,0.122,0.347,0.474,42.9,59.5,9.6,11.1,,0.469,6.3,24.5,0.061,,0.469,9.4,61.5,0.143,HOU
2015-11-13,9,9,@,DEN,L,98,107,98.3,107.3,99.7,0.403,0.377,0.541,46.5,57.6,10.0,13.1,,0.487,18.1,19.0,0.299,,0.512,15.9,72.7,0.296,HOU
2015-11-14,10,10,,DAL,L,98,110,101.3,113.7,96.7,0.381,0.405,0.5,48.9,68.8,9.3,8.2,,0.435,10.9,24.5,0.298,,0.528,10.1,79.5,0.18,HOU
2015-11-16,11,11,,BOS,L,95,111,94.1,110.0,101.0,0.271,0.376,0.499,48.4,63.9,9.9,10.5,,0.488,18.8,29.8,0.141,,0.532,15.9,66.7,0.129,HOU
2015-11-18,12,12,,POR,W (1 OT),108,103,101.2,96.5,96.6,0.38,0.478,0.503,51.5,68.8,10.3,10.3,,0.424,13.7,25.5,0.326,,0.449,15.9,79.2,0.273,HOU
2015-11-20,13,13,@,MEM,L,84,96,85.1,97.2,98.7,0.5,0.392,0.465,51.0,53.6,11.1,14.8,,0.419,20.3,18.8,0.297,,0.471,10.5,83.3,0.188,HOU
2015-11-21,14,14,,NYK,L,102,107,120.5,126.4,84.6,0.346,0.346,0.547,48.3,51.4,7.1,7.3,,0.506,11.4,38.1,0.247,,0.5,10.4,57.8,0.338,HOU
2015-11-25,15,15,,MEM,L,93,102,97.8,107.3,95.1,0.38,0.479,0.561,47.4,63.3,14.7,10.9,,0.493,18.6,15.8,0.324,,0.506,15.9,77.5,0.263,HOU
2015-11-27,16,16,,PHI,W,116,114,118.0,115.9,98.3,0.507,0.274,0.65,59.8,55.3,5.1,12.5,,0.596,19.8,28.6,0.397,,0.578,11.3,83.0,0.217,HOU
2015-11-29,17,17,@,NYK,W (1 OT),116,111,116.3,111.3,90.3,0.379,0.263,0.523,47.6,37.2,16.0,3.3,,0.489,6.7,30.9,0.242,,0.615,19.7,81.5,0.192,HOU
2015-11-30,18,18,@,DET,L,105,116,108.7,120.1,96.6,0.318,0.307,0.523,49.5,54.3,11.4,11.3,,0.46,13.8,33.3,0.273,,0.576,9.8,67.4,0.212,HOU
2015-12-02,19,19,,NOP,W,108,101,105.2,98.3,102.7,0.448,0.31,0.518,42.9,55.6,8.8,11.1,,0.46,8.8,18.4,0.322,,0.449,18.9,67.3,0.25,HOU
2015-12-04,20,20,@,DAL,W,100,96,107.0,102.7,93.4,0.214,0.31,0.544,51.7,51.3,12.8,9.6,,0.536,16.4,32.6,0.119,,0.506,15.9,73.2,0.173,HOU
2015-12-05,21,21,,SAC,W,120,113,120.5,113.5,99.6,0.551,0.436,0.619,47.8,69.4,9.0,6.9,,0.564,14.9,27.7,0.41,,0.52,11.1,69.8,0.112,HOU
2015-12-08,22,22,@,BRK,L,105,110,105.2,110.3,99.8,0.207,0.427,0.587,46.2,66.7,20.0,4.8,,0.567,20.4,25.0,0.146,,0.599,21.4,68.4,0.16,HOU
2015-12-09,23,23,@,WAS,W,109,103,104.1,98.3,104.8,0.301,0.398,0.58,47.2,57.5,7.6,6.3,,0.554,16.8,14.3,0.205,,0.466,15.3,76.6,0.225,HOU
2015-12-12,24,24,,LAL,W,126,97,123.8,95.3,101.8,0.311,0.367,0.616,56.5,68.1,15.7,12.5,,0.606,13.5,34.1,0.189,,0.455,16.4,77.1,0.193,HOU
2015-12-14,25,25,@,DEN,L,108,114,114.5,120.8,94.4,0.126,0.46,0.588,33.3,63.4,14.8,1.8,,0.575,10.7,11.9,0.092,,0.561,16.2,58.3,0.268,HOU
2015-12-15,26,26,@,SAC,L,97,107,92.6,102.2,104.7,0.28,0.476,0.526,43.4,64.7,16.2,5.9,,0.488,18.6,15.6,0.207,,0.58,24.2,76.3,0.267,HOU
2015-12-17,27,27,@,LAL,W,107,87,116.2,94.5,92.0,0.477,0.352,0.502,54.0,64.7,9.8,13.3,,0.455,10.9,41.1,0.307,,0.458,13.2,70.5,0.119,HOU
2015-12-19,28,28,,LAC,W,107,97,107.6,97.5,99.5,0.645,0.329,0.548,59.1,64.7,7.0,14.6,,0.5,13.3,29.5,0.408,,0.459,10.8,85.7,0.209,HOU
2015-12-21,29,29,,CHO,W,102,95,106.4,99.1,95.9,0.577,0.394,0.573,58.3,54.5,3.1,9.5,,0.514,17.6,25.7,0.408,,0.422,10.2,81.6,0.301,HOU
2015-12-23,30,30,@,ORL,L,101,104,112.5,115.9,89.7,0.205,0.349,0.558,46.2,46.3,5.6,8.8,,0.536,10.8,22.5,0.145,,0.565,11.8,71.1,0.107,HOU
2015-12-25,31,31,,SAS,W,88,84,96.4,92.0,91.3,0.351,0.203,0.515,47.2,71.9,8.8,2.9,,0.48,16.6,19.5,0.23,,0.438,14.1,70.8,0.08,HOU
2015-12-26,32,32,@,NOP,L,108,110,119.3,121.5,90.5,0.238,0.393,0.582,46.7,55.3,8.8,5.9,,0.542,9.7,23.8,0.202,,0.593,14.8,75.8,0.28,HOU
2015-12-29,33,33,,ATL,L,115,121,113.7,119.6,101.2,0.542,0.278,0.645,50.5,59.0,5.9,6.9,,0.618,17.6,20.0,0.361,,0.505,9.8,69.6,0.212,HOU
2015-12-31,34,34,,GSW,L,110,114,110.3,114.3,99.7,0.372,0.385,0.606,43.4,58.3,13.0,8.2,,0.538,14.2,11.4,0.333,,0.577,15.8,70.7,0.202,HOU
2016-01-02,35,35,@,SAS,L,103,121,108.9,127.9,94.6,0.446,0.297,0.582,48.7,70.3,7.4,6.5,,0.561,14.5,20.5,0.27,,0.599,10.4,78.4,0.209,HOU
2016-01-04,36,36,@,UTA,W,93,91,109.9,107.6,84.6,0.309,0.382,0.602,43.6,51.5,9.5,4.3,,0.566,17.2,17.1,0.235,,0.48,14.9,65.1,0.253,HOU
2016-01-07,37,37,,UTA,W,103,94,112.7,102.9,91.4,0.347,0.307,0.596,53.9,38.5,12.0,6.0,,0.567,15.6,30.6,0.24,,0.532,18.2,75.0,0.141,HOU
2016-01-10,38,38,,IND,W (1 OT),107,103,99.8,96.1,97.1,0.258,0.427,0.54,55.7,61.5,10.3,5.1,,0.517,18.2,22.7,0.169,,0.528,16.0,88.6,0.089,HOU
2016-01-12,39,39,@,MEM,W,107,91,131.9,112.2,81.1,0.351,0.455,0.602,57.5,63.6,12.3,7.4,,0.545,13.6,50.0,0.299,,0.507,17.1,64.9,0.25,HOU
2016-01-13,40,40,,MIN,W,107,104,110.6,107.5,96.7,0.507,0.4,0.583,47.6,51.4,11.4,4.9,,0.54,14.9,21.6,0.347,,0.513,18.0,68.9,0.308,HOU
2016-01-15,41,41,,CLE,L,77,91,85.1,100.5,90.5,0.392,0.338,0.444,44.9,57.7,11.0,11.5,,0.392,17.2,23.8,0.257,,0.437,12.6,63.8,0.172,HOU
2016-01-17,42,42,@,LAL,W,112,95,111.3,94.4,100.6,0.264,0.231,0.551,58.6,47.7,9.9,7.9,,0.516,11.3,25.0,0.198,,0.488,13.4,93.0,0.183,HOU
2016-01-18,43,43,@,LAC,L (1 OT),132,140,123.4,130.9,96.9,0.591,0.364,0.595,55.9,70.5,7.5,9.3,,0.563,11.2,33.3,0.375,,0.637,10.2,80.0,0.264,HOU
2016-01-20,44,44,,DET,L,114,123,111.8,120.6,102.0,0.189,0.253,0.554,48.0,48.8,6.9,6.0,,0.516,11.2,22.4,0.168,,0.55,8.6,72.5,0.438,HOU
2016-01-22,45,45,,MIL,W,102,98,110.2,105.9,92.5,0.17,0.468,0.505,46.7,71.1,10.8,14.1,,0.484,9.8,30.6,0.117,,0.476,13.7,65.9,0.2,HOU
2016-01-24,46,46,,DAL,W,115,104,124.5,112.6,92.4,0.236,0.494,0.585,52.6,62.8,9.7,14.3,,0.567,6.7,24.3,0.157,,0.551,13.6,79.5,0.215,HOU
2016-01-25,47,47,@,NOP,W,112,111,118.6,117.5,94.4,0.263,0.5,0.628,43.2,57.9,7.4,8.1,,0.594,12.7,17.1,0.213,,0.533,10.5,66.0,0.154,HOU
2016-01-27,48,48,@,SAS,L,99,130,101.2,132.9,97.8,0.712,0.411,0.516,44.9,50.0,7.2,16.4,,0.438,13.5,24.5,0.479,,0.622,11.6,70.0,0.2,HOU
2016-01-29,49,49,@,OKC,L,108,116,101.5,109.0,106.4,0.453,0.411,0.474,41.2,63.9,13.2,10.4,,0.426,8.1,19.3,0.284,,0.523,15.4,72.5,0.302,HOU
2016-01-30,50,50,,WAS,L,122,123,121.9,122.9,100.1,0.384,0.407,0.607,45.1,58.5,8.0,5.6,,0.576,9.0,20.8,0.267,,0.587,10.8,79.4,0.256,HOU
2016-02-02,51,51,,MIA,W,115,102,117.2,104.0,98.1,0.19,0.417,0.632,40.0,68.2,9.2,8.8,,0.619,10.8,7.3,0.131,,0.482,14.9,70.5,0.235,HOU
2016-02-04,52,52,@,PHO,W,111,105,112.6,106.6,98.5,0.372,0.488,0.555,47.6,64.9,16.2,9.3,,0.517,13.8,33.3,0.256,,0.452,19.8,63.3,0.361,HOU
2016-02-06,53,53,,POR,L,79,96,81.9,99.6,96.4,0.39,0.468,0.438,44.3,52.0,13.5,7.7,,0.37,20.3,26.1,0.286,,0.466,17.8,60.8,0.172,HOU
2016-02-09,54,54,@,GSW,L,110,123,111.2,124.3,98.9,0.402,0.379,0.537,46.7,64.9,8.1,6.7,,0.5,10.5,27.1,0.264,,0.532,10.2,68.2,0.245,HOU
2016-02-10,55,55,@,POR,L,103,116,102.6,115.6,100.4,0.442,0.442,0.56,44.9,62.2,6.0,4.9,,0.552,17.9,19.5,0.234,,0.506,11.1,66.7,0.292,HOU
2016-02-19,56,56,@,PHO,W,116,100,109.0,94.0,106.4,0.718,0.308,0.565,56.0,54.1,15.0,8.5,,0.519,16.3,29.5,0.449,,0.433,17.0,80.9,0.354,HOU
2016-02-23,57,57,@,UTA,L (1 OT),114,117,111.6,114.5,92.5,0.471,0.391,0.543,46.1,47.2,14.7,8.0,,0.477,11.8,25.0,0.356,,0.581,18.8,75.0,0.419,HOU
2015-10-28,1,1,@,TOR,L,99,106,95.5,102.3,103.6,0.36,0.267,0.497,44.4,71.9,13.5,4.8,,0.424,11.5,16.3,0.302,,0.494,17.1,78.0,0.338,IND
2015-10-29,2,2,,MEM,L,103,112,107.8,117.2,95.5,0.308,0.385,0.582,47.5,62.2,7.3,6.1,,0.551,18.4,25.0,0.218,,0.543,12.9,70.0,0.28,IND
2015-10-31,3,3,,UTA,L,76,97,80.9,103.3,93.9,0.3,0.243,0.48,42.0,35.7,8.5,9.6,,0.429,23.2,17.9,0.229,,0.477,15.1,64.3,0.148,IND
2015-11-03,4,4,@,DET,W,94,82,100.7,87.9,93.3,0.136,0.261,0.504,45.7,55.3,16.1,7.8,,0.472,13.9,27.9,0.125,,0.413,19.7,61.2,0.128,IND
2015-11-04,5,5,,BOS,W,100,98,106.3,104.2,94.1,0.319,0.253,0.482,52.0,51.4,10.6,1.8,,0.429,11.9,38.2,0.242,,0.482,17.0,68.1,0.217,IND
2015-11-06,6,6,,MIA,W,90,87,99.7,96.4,90.2,0.3,0.188,0.497,51.8,58.3,4.4,8.2,,0.481,11.7,21.4,0.163,,0.481,11.3,82.9,0.111,IND
2015-11-08,7,7,@,CLE,L,97,101,106.2,110.6,91.4,0.211,0.2,0.493,49.5,56.4,5.5,6.8,,0.467,6.6,24.5,0.144,,0.506,9.6,76.1,0.205,IND
2015-11-09,8,8,,ORL,W,97,84,99.5,86.2,97.5,0.286,0.325,0.56,48.8,73.5,12.3,8.9,,0.513,17.2,14.0,0.234,,0.462,19.7,83.7,0.154,IND
2015-11-11,9,9,@,BOS,W,102,91,104.2,93.0,97.9,0.392,0.215,0.551,53.2,52.6,9.2,11.3,,0.519,16.3,26.3,0.253,,0.442,16.5,79.5,0.299,IND
2015-11-13,10,10,,MIN,W,107,103,114.9,110.6,93.1,0.267,0.291,0.557,50.6,56.1,9.7,7.9,,0.535,10.3,27.9,0.174,,0.548,14.5,77.8,0.145,IND
2015-11-16,11,11,@,CHI,L,95,96,99.1,100.1,95.9,0.276,0.241,0.487,51.0,54.3,4.2,7.0,,0.454,11.0,22.4,0.184,,0.442,7.4,79.6,0.233,IND
2015-11-18,12,12,@,PHI,W,112,85,109.2,82.9,102.5,0.217,0.293,0.556,52.7,66.7,17.6,15.7,,0.522,15.2,30.8,0.174,,0.493,25.9,82.1,0.132,IND
2015-11-21,13,13,,MIL,W,123,86,124.9,87.3,98.5,0.253,0.33,0.608,49.4,59.6,15.2,8.1,,0.599,12.2,26.8,0.154,,0.462,20.8,70.5,0.165,IND
2015-11-24,14,14,@,WAS,W,123,106,120.3,103.6,102.3,0.288,0.325,0.682,50.6,56.8,10.8,0.0,,0.669,18.2,18.9,0.2,,0.536,18.3,77.3,0.205,IND
2015-11-27,15,15,,CHI,W,104,92,100.9,89.2,103.1,0.333,0.322,0.521,52.0,48.6,7.8,6.1,,0.471,11.5,17.4,0.253,,0.408,13.0,82.7,0.185,IND
2015-11-29,16,16,@,LAL,W,107,103,105.3,101.3,101.6,0.446,0.325,0.539,48.1,50.0,3.9,7.6,,0.464,13.1,18.8,0.361,,0.439,8.4,73.2,0.162,IND
2015-12-02,17,17,@,LAC,W,103,91,106.5,94.1,96.7,0.513,0.263,0.553,54.0,50.0,7.2,11.5,,0.467,13.1,23.1,0.421,,0.418,13.5,79.2,0.316,IND
2015-12-03,18,18,@,POR,L,111,123,120.1,133.1,92.4,0.273,0.341,0.563,46.1,47.4,4.3,6.1,,0.506,10.9,31.3,0.25,,0.624,13.8,63.4,0.2,IND
2015-12-05,19,19,@,UTA,L (1 OT),119,122,113.7,116.5,94.8,0.366,0.312,0.551,44.9,42.5,9.6,2.9,,0.495,12.2,25.5,0.29,,0.511,12.2,62.7,0.304,IND
2015-12-08,20,20,,GSW,L,123,131,116.1,123.7,105.9,0.26,0.33,0.552,48.9,52.3,7.6,5.0,,0.51,12.6,30.8,0.21,,0.632,12.9,73.7,0.116,IND
2015-12-11,21,21,,MIA,W,96,83,98.9,85.5,97.1,0.233,0.326,0.506,50.0,61.1,13.4,9.8,,0.453,11.2,15.9,0.209,,0.463,18.0,82.6,0.099,IND
2015-12-12,22,22,@,DET,L,96,118,96.6,118.7,99.4,0.22,0.195,0.534,41.8,41.5,7.0,3.3,,0.518,15.1,12.2,0.134,,0.572,12.5,73.7,0.167,IND
2015-12-14,23,23,,TOR,W,106,90,114.4,97.1,92.7,0.186,0.256,0.57,49.4,34.1,8.6,5.9,,0.535,13.1,25.0,0.163,,0.43,16.6,69.4,0.278,IND
2015-12-16,24,24,,DAL,W,107,81,112.5,85.2,95.1,0.191,0.326,0.555,50.0,65.1,9.5,7.0,,0.545,7.7,12.2,0.112,,0.411,10.4,79.2,0.078,IND
2015-12-18,25,25,,BRK,W,104,97,110.4,103.0,94.2,0.292,0.315,0.518,55.3,45.9,4.2,5.7,,0.455,9.9,29.8,0.258,,0.465,11.4,80.9,0.198,IND
2015-12-19,26,26,@,MEM,L,84,96,93.1,106.4,90.3,0.325,0.364,0.477,49.5,40.0,8.9,3.1,,0.422,16.2,26.0,0.247,,0.476,8.9,78.0,0.205,IND
2015-12-21,27,27,@,SAS,L,92,106,97.0,111.7,94.9,0.167,0.211,0.476,51.6,55.3,5.3,4.3,,0.461,12.7,25.5,0.1,,0.551,8.8,83.3,0.09,IND
2015-12-23,28,28,,SAC,L,106,108,103.0,104.9,102.9,0.225,0.36,0.542,43.7,48.8,13.6,6.1,,0.528,10.1,12.2,0.135,,0.539,14.3,84.2,0.135,IND
