,Player,Type,Date,Age,Tm,HomeAway,Opp,GS,MP,PTS,FG,FGpct,FGA,FT,FTpct,FTA,3P,3Ppct,3PA,AST,ORB,DRB,TRB,BLK,STL,TOV,+/-,GmSc,PF,3X2X,2X2X,FP
2036,LeBron James,5,2016-01-25,31.071,CLE,1,MIN,1,38.02,25.0,11.0,0.733,15.0,2.0,0.667,3.0,1.0,1.0,1.0,9.0,0.0,4.0,4.0,1.0,1.0,5.0,1.0,21.9,2.0,0,0,45.5
2037,LeBron James,5,2016-01-27,31.077,CLE,1,PHO,1,31.02,21.0,7.0,0.875,8.0,7.0,1.0,7.0,0.0,0.0,1.0,9.0,0.0,3.0,3.0,0.0,0.0,2.0,16.0,22.6,2.0,0,0,37.25
2038,LeBron James,5,2016-01-29,31.082,CLE,0,DET,1,35.8,20.0,7.0,0.438,16.0,6.0,0.857,7.0,0.0,0.0,2.0,8.0,1.0,8.0,9.0,0.0,1.0,1.0,19.0,18.7,3.0,0,0,44.75
2039,LeBron James,5,2016-01-30,31.085,CLE,1,SAS,1,34.15,29.0,10.0,0.588,17.0,9.0,0.818,11.0,0.0,0.0,2.0,7.0,1.0,4.0,5.0,2.0,2.0,2.0,14.0,27.7,2.0,0,0,52.75
2040,LeBron James,5,2016-02-01,31.09,CLE,0,IND,1,43.58,24.0,9.0,0.409,22.0,6.0,0.6,10.0,0.0,0.0,5.0,6.0,2.0,10.0,12.0,1.0,2.0,1.0,-1.0,20.1,2.0,0,1,55.0
2041,LeBron James,5,2016-02-03,31.096,CLE,0,CHO,1,39.13,23.0,10.0,0.476,21.0,3.0,0.6,5.0,0.0,0.0,3.0,6.0,0.0,6.0,6.0,2.0,1.0,1.0,-9.0,18.5,1.0,0,0,45.0
2042,LeBron James,5,2016-02-05,31.101,CLE,1,BOS,1,38.08,30.0,9.0,0.391,23.0,12.0,0.706,17.0,0.0,0.0,5.0,4.0,3.0,4.0,7.0,1.0,2.0,6.0,-7.0,17.5,2.0,0,0,47.75
2043,LeBron James,5,2016-02-06,31.104,CLE,1,NOP,1,36.7,27.0,11.0,0.55,20.0,3.0,1.0,3.0,2.0,0.4,5.0,8.0,0.0,3.0,3.0,0.0,1.0,2.0,8.0,22.1,2.0,0,0,44.75
2044,LeBron James,5,2016-02-08,31.11,CLE,1,SAC,1,30.9,21.0,8.0,0.5,16.0,4.0,0.8,5.0,1.0,0.5,2.0,10.0,1.0,9.0,10.0,1.0,2.0,4.0,16.0,21.3,1.0,1,0,56.0
2045,LeBron James,5,2016-02-10,31.115,CLE,1,LAL,1,36.67,29.0,12.0,0.545,22.0,2.0,0.4,5.0,3.0,0.5,6.0,11.0,1.0,6.0,7.0,0.0,1.0,1.0,15.0,27.0,1.0,0,1,58.75
2046,LeBron James,5,2016-02-18,31.137,CLE,1,CHI,1,34.62,25.0,11.0,0.579,19.0,3.0,1.0,3.0,0.0,0.0,2.0,9.0,2.0,7.0,9.0,1.0,0.0,2.0,13.0,23.4,3.0,0,0,50.75
2047,LeBron James,5,2016-02-21,31.145,CLE,0,OKC,1,37.5,25.0,11.0,0.5,22.0,1.0,1.0,1.0,2.0,0.4,5.0,11.0,3.0,4.0,7.0,0.0,3.0,5.0,22.0,21.8,3.0,0,1,56.25
2048,LeBron James,5,2016-02-22,31.148,CLE,1,DET,1,37.5,12.0,5.0,0.278,18.0,2.0,1.0,2.0,0.0,0.0,4.0,5.0,1.0,7.0,8.0,0.0,3.0,6.0,-4.0,3.9,2.0,0,0,32.5
2049,Brook Lopez,5,2015-10-28,27.575,BRK,1,CHI,1,33.33,26.0,10.0,0.588,17.0,6.0,0.857,7.0,0.0,0.0,0.0,2.0,4.0,3.0,7.0,1.0,0.0,3.0,-20.0,19.7,2.0,0,0,38.25
2050,Brook Lopez,5,2015-10-30,27.581,BRK,0,SAS,1,31.98,17.0,6.0,0.545,11.0,5.0,0.833,6.0,0.0,0.0,0.0,4.0,0.0,3.0,3.0,1.0,0.0,2.0,-23.0,12.5,3.0,0,0,27.75
2051,Brook Lopez,5,2015-10-31,27.584,BRK,0,MEM,1,28.3,12.0,4.0,0.364,11.0,4.0,0.667,6.0,0.0,0.0,0.0,0.0,2.0,8.0,10.0,1.0,0.0,0.0,-2.0,8.4,3.0,0,1,28.0
2052,Brook Lopez,5,2015-11-02,27.589,BRK,1,MIL,1,34.4,18.0,6.0,0.6,10.0,6.0,0.857,7.0,0.0,0.0,1.0,1.0,1.0,8.0,9.0,2.0,0.0,4.0,3.0,12.2,5.0,0,0,32.75
2053,Brook Lopez,5,2015-11-04,27.595,BRK,0,ATL,1,36.0,27.0,11.0,0.688,16.0,5.0,0.714,7.0,0.0,0.0,0.0,3.0,5.0,6.0,11.0,1.0,0.0,2.0,-6.0,25.1,1.0,0,1,47.75
2054,Brook Lopez,5,2015-11-06,27.6,BRK,1,LAL,1,38.67,23.0,8.0,0.421,19.0,7.0,1.0,7.0,0.0,0.0,1.0,1.0,4.0,6.0,10.0,4.0,0.0,2.0,-4.0,17.8,3.0,0,1,45.5
2055,Brook Lopez,5,2015-11-07,27.603,BRK,0,MIL,1,28.88,20.0,9.0,0.529,17.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,2.0,0.0,4.0,-9.0,10.6,2.0,0,0,28.5
2056,Brook Lopez,5,2015-11-11,27.614,BRK,0,HOU,1,35.38,14.0,6.0,0.353,17.0,2.0,0.667,3.0,0.0,0.0,0.0,0.0,5.0,7.0,12.0,5.0,1.0,1.0,7.0,12.8,1.0,0,1,42.0
2057,Brook Lopez,5,2015-11-13,27.619,BRK,0,SAC,1,35.73,17.0,5.0,0.333,15.0,7.0,0.875,8.0,0.0,0.0,0.0,1.0,4.0,6.0,10.0,4.0,0.0,3.0,6.0,11.2,5.0,0,1,39.0
2058,Brook Lopez,5,2015-11-14,27.622,BRK,0,GSW,1,41.87,18.0,8.0,0.381,21.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,4.0,5.0,9.0,3.0,1.0,1.0,0.0,12.4,3.0,0,0,38.25
2059,Brook Lopez,5,2015-11-17,27.63,BRK,1,ATL,1,35.42,24.0,11.0,0.524,21.0,2.0,0.5,4.0,0.0,0.0,0.0,1.0,2.0,8.0,10.0,3.0,1.0,1.0,3.0,18.3,3.0,0,1,47.0
2060,Brook Lopez,5,2015-11-18,27.633,BRK,0,CHO,1,35.2,23.0,8.0,0.421,19.0,7.0,0.875,8.0,0.0,0.0,0.0,3.0,2.0,3.0,5.0,2.0,0.0,1.0,6.0,15.3,5.0,0,0,37.25
2061,Brook Lopez,5,2015-11-20,27.638,BRK,0,BOS,1,26.9,14.0,5.0,0.556,9.0,4.0,1.0,4.0,0.0,0.0,0.0,2.0,3.0,4.0,7.0,0.0,0.0,2.0,-15.0,12.0,1.0,0,0,24.75
2062,Brook Lopez,5,2015-11-22,27.644,BRK,1,BOS,1,34.63,23.0,10.0,0.5,20.0,3.0,0.75,4.0,0.0,0.0,0.0,0.0,5.0,5.0,10.0,0.0,1.0,2.0,3.0,15.4,3.0,0,1,38.0
2063,Brook Lopez,5,2015-11-25,27.652,BRK,0,OKC,1,33.83,26.0,11.0,0.478,23.0,4.0,1.0,4.0,0.0,0.0,0.0,2.0,6.0,2.0,8.0,2.0,2.0,3.0,-9.0,19.7,3.0,0,0,45.5
2064,Brook Lopez,5,2015-11-28,27.66,BRK,0,CLE,1,37.5,22.0,10.0,0.667,15.0,2.0,0.4,5.0,0.0,0.0,0.0,2.0,1.0,8.0,9.0,2.0,1.0,2.0,5.0,17.2,5.0,0,0,41.25
2065,Brook Lopez,5,2015-11-29,27.663,BRK,1,DET,1,35.57,15.0,6.0,0.333,18.0,3.0,0.6,5.0,0.0,0.0,0.0,5.0,2.0,7.0,9.0,6.0,4.0,3.0,-4.0,13.8,6.0,0,0,52.25
2066,Brook Lopez,5,2015-12-01,27.668,BRK,1,PHO,1,36.83,23.0,10.0,0.5,20.0,3.0,0.6,5.0,0.0,0.0,0.0,2.0,1.0,5.0,6.0,1.0,0.0,2.0,10.0,13.3,3.0,0,0,34.5
2067,Brook Lopez,5,2015-12-04,27.677,BRK,0,NYK,1,34.52,21.0,8.0,0.4,20.0,5.0,1.0,5.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,-19.0,12.8,3.0,0,0,34.0
2068,Brook Lopez,5,2015-12-06,27.682,BRK,1,GSW,1,27.73,18.0,7.0,0.5,14.0,4.0,1.0,4.0,0.0,0.0,0.0,3.0,3.0,5.0,8.0,1.0,1.0,3.0,-15.0,14.2,3.0,0,0,35.0
2069,Brook Lopez,5,2015-12-08,27.688,BRK,1,HOU,1,38.68,24.0,9.0,0.643,14.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,4.0,4.0,8.0,5.0,1.0,6.0,5.0,19.1,3.0,0,0,43.0
2070,Brook Lopez,5,2015-12-10,27.693,BRK,1,PHI,1,19.05,7.0,2.0,0.667,3.0,3.0,0.6,5.0,0.0,0.0,0.0,1.0,2.0,5.0,7.0,1.0,0.0,5.0,15.0,2.2,5.0,0,0,16.75
2071,Brook Lopez,5,2015-12-12,27.699,BRK,1,LAC,1,31.58,14.0,5.0,0.455,11.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,8.0,4.0,12.0,1.0,1.0,5.0,-14.0,11.0,2.0,0,1,32.0
2072,Brook Lopez,5,2015-12-14,27.704,BRK,1,ORL,1,32.33,11.0,4.0,0.267,15.0,3.0,0.75,4.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,1.0,-12.0,2.5,2.0,0,0,18.0
2073,Brook Lopez,5,2015-12-16,27.71,BRK,1,MIA,1,28.15,25.0,12.0,0.75,16.0,1.0,0.5,2.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,0.0,-3.0,19.6,4.0,0,0,32.5
2074,Brook Lopez,5,2015-12-18,27.715,BRK,0,IND,1,32.58,18.0,7.0,0.467,15.0,4.0,1.0,4.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,1.0,0.0,2.0,-4.0,10.0,5.0,0,0,26.75
2075,Brook Lopez,5,2015-12-20,27.721,BRK,1,MIN,1,39.6,20.0,8.0,0.727,11.0,4.0,0.8,5.0,0.0,0.0,1.0,5.0,2.0,10.0,12.0,2.0,1.0,4.0,-7.0,20.2,3.0,0,1,48.0
2076,Brook Lopez,5,2015-12-21,27.723,BRK,0,CHI,1,35.17,21.0,8.0,0.444,18.0,5.0,0.833,6.0,0.0,0.0,0.0,2.0,3.0,9.0,12.0,3.0,2.0,3.0,6.0,17.3,3.0,0,1,49.0
2077,Brook Lopez,5,2015-12-23,27.729,BRK,1,DAL,1,35.03,13.0,6.0,0.4,15.0,1.0,0.333,3.0,0.0,0.0,0.0,2.0,2.0,4.0,6.0,2.0,1.0,0.0,-1.0,9.3,3.0,0,0,29.5
2078,Brook Lopez,5,2015-12-26,27.737,BRK,1,WAS,1,30.03,19.0,9.0,0.563,16.0,1.0,0.333,3.0,0.0,0.0,0.0,3.0,6.0,5.0,11.0,2.0,0.0,1.0,-22.0,17.6,3.0,0,1,42.25
2079,Brook Lopez,5,2015-12-28,27.742,BRK,0,MIA,1,35.23,26.0,10.0,0.417,24.0,6.0,0.857,7.0,0.0,0.0,0.0,0.0,5.0,7.0,12.0,1.0,2.0,2.0,2.0,17.5,4.0,0,1,47.5
2080,Brook Lopez,5,2015-12-30,27.748,BRK,0,ORL,1,39.2,24.0,7.0,0.389,18.0,10.0,0.833,12.0,0.0,0.0,1.0,2.0,6.0,9.0,15.0,5.0,3.0,2.0,-5.0,25.0,3.0,0,1,62.25
2081,Brook Lopez,5,2016-01-02,27.756,BRK,0,BOS,1,38.18,30.0,11.0,0.458,24.0,8.0,1.0,8.0,0.0,0.0,0.0,2.0,5.0,8.0,13.0,1.0,1.0,4.0,17.0,21.0,4.0,0,1,52.75
2082,Brook Lopez,5,2016-01-04,27.762,BRK,1,BOS,1,36.97,19.0,6.0,0.429,14.0,7.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,1.0,0.0,3.0,-8.0,9.9,4.0,0,0,27.25
2083,Brook Lopez,5,2016-01-06,27.767,BRK,1,TOR,1,40.28,24.0,11.0,0.524,21.0,2.0,0.4,5.0,0.0,0.0,0.0,1.0,5.0,8.0,13.0,3.0,1.0,3.0,-9.0,18.4,2.0,0,1,49.75
2084,Brook Lopez,5,2016-01-08,27.773,BRK,1,ORL,1,34.53,17.0,6.0,0.4,15.0,5.0,0.625,8.0,0.0,0.0,0.0,0.0,3.0,5.0,8.0,1.0,1.0,3.0,-11.0,10.0,0.0,0,0,29.5
2085,Brook Lopez,5,2016-01-09,27.775,BRK,0,DET,1,30.13,19.0,8.0,0.727,11.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,6.0,7.0,3.0,0.0,3.0,-3.0,15.2,4.0,0,0,33.75
2086,Brook Lopez,5,2016-01-11,27.781,BRK,1,SAS,1,31.88,18.0,8.0,0.471,17.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,4.0,5.0,2.0,0.0,1.0,-14.0,11.8,3.0,0,0,30.75
2087,Brook Lopez,5,2016-01-13,27.786,BRK,1,NYK,1,29.53,20.0,8.0,0.615,13.0,4.0,0.667,6.0,0.0,0.0,0.0,5.0,1.0,7.0,8.0,1.0,2.0,0.0,17.0,21.1,3.0,0,0,43.5
2088,Brook Lopez,5,2016-01-15,27.792,BRK,1,POR,1,27.8,25.0,9.0,0.529,17.0,7.0,0.7,10.0,0.0,0.0,0.0,1.0,3.0,4.0,7.0,1.0,0.0,2.0,6.0,17.8,1.0,0,0,36.25
2089,Brook Lopez,5,2016-01-16,27.795,BRK,0,ATL,1,31.62,10.0,4.0,0.4,10.0,2.0,0.667,3.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,2.0,-14.0,3.4,2.0,0,0,14.25
2090,Brook Lopez,5,2016-01-18,27.8,BRK,0,TOR,1,37.6,29.0,13.0,0.591,22.0,3.0,0.6,5.0,0.0,0.0,0.0,3.0,2.0,8.0,10.0,2.0,1.0,1.0,-9.0,24.5,2.0,0,1,53.0
2091,Brook Lopez,5,2016-01-20,27.805,BRK,1,CLE,1,32.75,16.0,8.0,0.533,15.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,7.0,10.0,1.0,0.0,2.0,-13.0,11.1,2.0,0,1,32.5
2092,Brook Lopez,5,2016-01-22,27.811,BRK,1,UTA,1,19.3,8.0,4.0,0.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,2.0,3.0,-3.0,3.1,3.0,0,0,14.25
2093,Brook Lopez,5,2016-01-24,27.816,BRK,1,OKC,1,32.45,31.0,11.0,0.579,19.0,9.0,0.9,10.0,0.0,0.0,0.0,2.0,5.0,5.0,10.0,3.0,0.0,1.0,18.0,27.6,4.0,0,1,53.5
2094,Brook Lopez,5,2016-01-26,27.822,BRK,1,MIA,1,30.95,13.0,5.0,0.556,9.0,3.0,0.75,4.0,0.0,0.0,0.0,1.0,1.0,9.0,10.0,1.0,0.0,3.0,0.0,9.3,2.0,0,1,29.0
2095,Brook Lopez,5,2016-01-29,27.83,BRK,0,DAL,1,36.95,28.0,10.0,0.476,21.0,8.0,0.727,11.0,0.0,0.0,0.0,3.0,4.0,8.0,12.0,2.0,2.0,2.0,3.0,23.2,4.0,0,1,56.0
2096,Brook Lopez,5,2016-01-30,27.833,BRK,0,NOP,1,36.97,33.0,13.0,0.565,23.0,7.0,0.583,12.0,0.0,0.0,0.0,1.0,1.0,9.0,10.0,4.0,3.0,1.0,15.0,27.8,3.0,0,1,62.0
2097,Brook Lopez,5,2016-02-01,27.838,BRK,1,DET,1,36.43,27.0,13.0,0.684,19.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,4.0,5.0,2.0,1.0,0.0,-8.0,23.8,2.0,0,0,42.25
2098,Brook Lopez,5,2016-02-03,27.844,BRK,1,IND,1,37.9,21.0,6.0,0.5,12.0,9.0,0.643,14.0,0.0,0.0,1.0,3.0,3.0,4.0,7.0,1.0,1.0,3.0,-1.0,15.9,3.0,0,0,36.75
2099,Brook Lopez,5,2016-02-05,27.849,BRK,1,SAC,1,40.85,26.0,11.0,0.524,21.0,4.0,1.0,4.0,0.0,0.0,0.0,3.0,7.0,5.0,12.0,1.0,0.0,3.0,6.0,20.7,3.0,0,1,47.5
2100,Brook Lopez,5,2016-02-06,27.852,BRK,0,PHI,1,33.83,17.0,5.0,0.455,11.0,7.0,1.0,7.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,1.0,0.0,2.0,-2.0,11.5,3.0,0,0,24.25
2101,Brook Lopez,5,2016-02-08,27.858,BRK,1,DEN,1,31.38,16.0,6.0,0.545,11.0,4.0,0.667,6.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,0.0,3.0,1.0,8.8,2.0,0,0,21.5
2102,Brook Lopez,5,2016-02-10,27.863,BRK,1,MEM,1,29.88,20.0,8.0,0.571,14.0,4.0,1.0,4.0,0.0,0.0,0.0,4.0,1.0,3.0,4.0,0.0,2.0,5.0,-13.0,14.8,0.0,0,0,32.5
2103,Brook Lopez,5,2016-02-19,27.888,BRK,1,NYK,1,36.78,33.0,13.0,0.565,23.0,7.0,0.875,8.0,0.0,0.0,0.0,2.0,2.0,6.0,8.0,4.0,1.0,2.0,16.0,26.5,4.0,0,0,55.0
2104,Brook Lopez,5,2016-02-21,27.893,BRK,1,CHO,1,31.93,16.0,7.0,0.583,12.0,1.0,0.5,2.0,1.0,1.0,1.0,6.0,4.0,6.0,10.0,2.0,2.0,2.0,-8.0,19.0,3.0,0,1,46.5
2105,Brook Lopez,5,2016-02-23,27.899,BRK,0,POR,1,40.35,36.0,16.0,0.667,24.0,4.0,0.8,5.0,0.0,0.0,0.0,1.0,5.0,5.0,10.0,1.0,4.0,3.0,-4.0,31.0,4.0,0,1,60.0
2106,Dwight Powell,5,2015-10-28,24.274,DAL,0,PHO,0,17.32,12.0,4.0,0.571,7.0,4.0,0.5,8.0,0.0,0.0,0.0,1.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,7.0,4.0,0,0,20.5
2107,Dwight Powell,5,2015-10-29,24.277,DAL,0,LAC,0,19.07,9.0,4.0,0.5,8.0,1.0,0.5,2.0,0.0,0.0,0.0,0.0,2.0,6.0,8.0,0.0,0.0,1.0,-14.0,5.6,3.0,0,0,18.5
2108,Dwight Powell,5,2015-11-01,24.285,DAL,0,LAL,0,24.83,8.0,4.0,0.571,7.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,6.0,8.0,2.0,0.0,1.0,-3.0,7.7,4.0,0,0,24.5
2109,Dwight Powell,5,2015-11-03,24.29,DAL,1,TOR,0,25.77,10.0,4.0,0.286,14.0,2.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,9.0,10.0,0.0,2.0,0.0,13.0,8.5,2.0,0,1,32.5
2110,Dwight Powell,5,2015-11-05,24.296,DAL,1,CHO,0,23.47,14.0,6.0,0.5,12.0,2.0,0.5,4.0,0.0,0.0,0.0,1.0,2.0,7.0,9.0,1.0,1.0,0.0,3.0,12.3,2.0,0,0,30.75
2111,Dwight Powell,5,2015-11-07,24.301,DAL,1,NOP,0,25.75,15.0,7.0,0.778,9.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,5.0,7.0,1.0,0.0,0.0,20.0,14.2,4.0,0,0,27.25
2112,Dwight Powell,5,2015-11-10,24.31,DAL,0,NOP,0,16.72,10.0,4.0,0.8,5.0,2.0,0.5,4.0,0.0,0.0,0.0,1.0,3.0,3.0,6.0,1.0,0.0,1.0,-12.0,9.1,4.0,0,0,20.5
2113,Dwight Powell,5,2015-11-11,24.312,DAL,1,LAC,0,16.3,8.0,4.0,0.8,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,6.0,0.0,0.0,1.0,-6.0,7.2,4.0,0,0,16.5
2114,Dwight Powell,5,2015-11-13,24.318,DAL,1,LAL,0,21.88,10.0,3.0,0.5,6.0,4.0,1.0,4.0,0.0,0.0,0.0,2.0,1.0,11.0,12.0,0.0,1.0,0.0,18.0,13.4,0.0,0,1,31.5
2115,Dwight Powell,5,2015-11-14,24.321,DAL,0,HOU,0,26.15,13.0,5.0,0.625,8.0,3.0,0.75,4.0,0.0,0.0,0.0,3.0,1.0,8.0,9.0,2.0,0.0,1.0,13.0,14.6,0.0,0,0,32.25
2116,Dwight Powell,5,2015-11-16,24.326,DAL,0,PHI,0,25.97,7.0,3.0,0.6,5.0,1.0,0.333,3.0,0.0,0.0,0.0,0.0,2.0,6.0,8.0,0.0,2.0,3.0,-3.0,4.9,3.0,0,0,19.5
2117,Dwight Powell,5,2015-11-18,24.332,DAL,0,BOS,0,22.55,6.0,1.0,0.25,4.0,4.0,0.667,6.0,0.0,0.0,0.0,1.0,2.0,4.0,6.0,2.0,0.0,2.0,-18.0,4.3,3.0,0,0,18.0
2118,Dwight Powell,5,2015-11-20,24.337,DAL,1,UTA,0,21.97,11.0,3.0,0.5,6.0,5.0,1.0,5.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,1.0,2.0,0.0,-9.0,11.8,4.0,0,0,23.5
2119,Dwight Powell,5,2015-11-22,24.342,DAL,0,OKC,0,13.47,13.0,5.0,0.714,7.0,3.0,0.75,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,11.2,2.0,0,0,18.25
2120,Dwight Powell,5,2015-11-24,24.348,DAL,0,MEM,0,20.65,2.0,1.0,0.167,6.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,6.0,8.0,2.0,0.0,2.0,-4.0,2.9,0.0,0,0,19.5
2121,Dwight Powell,5,2015-11-25,24.351,DAL,0,SAS,0,12.05,4.0,2.0,0.667,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,2.0,0.0,1.6,1.0,0,0,6.75
2122,Dwight Powell,5,2015-11-28,24.359,DAL,1,DEN,0,20.82,6.0,3.0,0.5,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,4.0,1.0,3.0,1.0,0.0,7.6,2.0,0,0,20.0
2123,Dwight Powell,5,2015-11-30,24.364,DAL,0,SAC,0,12.23,2.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,5.0,6.0,1.0,0.0,1.0,4.0,1.7,2.0,0,0,11.0
2124,Dwight Powell,5,2015-12-01,24.367,DAL,0,POR,0,13.12,4.0,2.0,0.333,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0,-19.0,3.9,2.0,0,0,13.25
2125,Dwight Powell,5,2015-12-04,24.375,DAL,1,HOU,0,16.0,11.0,4.0,0.8,5.0,3.0,0.6,5.0,0.0,0.0,0.0,1.0,1.0,5.0,6.0,1.0,0.0,1.0,20.0,10.9,0.0,0,0,21.5
2126,Dwight Powell,5,2015-12-06,24.381,DAL,0,WAS,Did Not Play,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2127,Dwight Powell,5,2015-12-07,24.384,DAL,0,NYK,0,19.02,8.0,2.0,0.667,3.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,1.0,-14.0,7.5,2.0,0,0,15.0
2128,Dwight Powell,5,2015-12-09,24.389,DAL,1,ATL,0,22.52,14.0,4.0,0.4,10.0,6.0,0.857,7.0,0.0,0.0,1.0,0.0,3.0,3.0,6.0,0.0,1.0,1.0,-5.0,9.6,4.0,0,0,23.0
2129,Dwight Powell,5,2015-12-12,24.397,DAL,1,WAS,0,20.7,9.0,3.0,0.5,6.0,3.0,0.75,4.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,-3.0,7.6,0.0,0,0,14.0
2130,Dwight Powell,5,2015-12-14,24.403,DAL,1,PHO,0,16.28,8.0,2.0,1.0,2.0,4.0,0.8,5.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,4.0,7.6,3.0,0,0,15.5
2131,Dwight Powell,5,2015-12-16,24.408,DAL,0,IND,0,7.47,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-8.0,0.8,3.0,0,0,3.25
2132,Dwight Powell,5,2015-12-18,24.414,DAL,1,MEM,0,9.45,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.9,3.0,0,0,3.25
2133,Dwight Powell,5,2015-12-22,24.425,DAL,0,TOR,0,14.58,3.0,1.0,0.333,3.0,1.0,0.5,2.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,1.0,-8.0,0.7,3.0,0,0,7.5
2134,Dwight Powell,5,2015-12-23,24.427,DAL,0,BRK,0,8.22,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,1.9,2.0,0,0,4.5
2135,Dwight Powell,5,2015-12-26,24.436,DAL,1,CHI,0,20.83,9.0,4.0,0.667,6.0,1.0,0.333,3.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,0.0,2.0,1.0,-12.0,6.8,6.0,0,0,20.0
2136,Dwight Powell,5,2015-12-28,24.441,DAL,1,MIL,0,15.5,8.0,3.0,0.429,7.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,-3.0,6.6,1.0,0,0,14.0
2137,Dwight Powell,5,2015-12-30,24.447,DAL,1,GSW,0,25.43,10.0,5.0,0.556,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,0.0,0.0,1.0,7.0,5.4,4.0,0,0,16.0
2138,Dwight Powell,5,2016-01-01,24.452,DAL,0,MIA,0,13.8,1.0,0.0,0.0,5.0,1.0,0.5,2.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,-15.0,0.8,2.0,0,0,9.25
2139,Dwight Powell,5,2016-01-02,24.455,DAL,1,NOP,0,8.78,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-2.0,1.6,1.0,0,0,3.25
2140,Dwight Powell,5,2016-01-05,24.463,DAL,1,SAC,Did Not Play,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2141,Dwight Powell,5,2016-01-06,24.466,DAL,0,NOP,0,29.83,13.0,4.0,0.444,9.0,5.0,0.833,6.0,0.0,0.0,0.0,2.0,3.0,7.0,10.0,2.0,2.0,1.0,14.0,14.7,3.0,0,1,37.5
2142,Dwight Powell,5,2016-01-08,24.471,DAL,0,MIL,0,8.23,4.0,2.0,0.667,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,-9.0,1.3,1.0,0,0,5.5
2143,Dwight Powell,5,2016-01-10,24.477,DAL,0,MIN,0,13.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,1.0,1.0,1.0,-7.0,2.2,1.0,0,0,10.0
